
Id Ponto:;2300022909
Consulta em:;05/11/2021 15:04
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
870;01/09/2016;11:00;8,33;;N;
871;02/09/2016;12:00;8,22;;N;
872;03/09/2016;21:00;8,17;;N;
873;04/09/2016;22:00;8,14;;N;
874;05/09/2016;11:00;8,15;;N;
875;06/09/2016;12:00;8,18;;N;
876;07/09/2016;11:00;8,26;;N;
877;08/09/2016;06:00;8,36;;N;
878;09/09/2016;14:00;8,37;;N;
879;10/09/2016;03:00;8,40;;N;
880;11/09/2016;00:00;8,36;;N;
881;12/09/2016;08:00;8,37;;N;
882;13/09/2016;20:00;8,37;;N;
883;14/09/2016;10:00;8,31;;N;
884;15/09/2016;10:00;8,36;;N;
885;16/09/2016;10:00;8,43;;N;
886;17/09/2016;01:00;8,42;;N;
887;18/09/2016;19:00;8,40;;N;
888;19/09/2016;01:00;8,36;;N;
889;20/09/2016;18:00;8,41;;N;
890;21/09/2016;00:00;8,37;;N;
891;22/09/2016;14:00;8,45;;N;
892;23/09/2016;12:00;8,42;;N;
893;24/09/2016;05:00;8,41;;N;
894;25/09/2016;01:00;8,42;;N;
895;26/09/2016;11:00;8,38;;N;
896;27/09/2016;14:00;8,49;;N;
897;28/09/2016;12:00;8,52;;N;
898;29/09/2016;01:00;8,52;;N;
899;30/09/2016;11:00;8,55;;N;
900;01/10/2016;14:00;8,53;;N;
901;02/10/2016;02:00;8,52;;N;
902;03/10/2016;04:00;8,43;;N;
903;04/10/2016;11:00;8,50;;N;
904;05/10/2016;12:00;8,48;;N;
905;06/10/2016;01:00;8,53;;N;
906;07/10/2016;11:00;8,55;;N;
907;08/10/2016;22:00;8,57;;N;
908;09/10/2016;13:00;8,53;;N;
909;10/10/2016;12:00;8,53;;N;
910;11/10/2016;13:00;8,56;;N;
911;12/10/2016;18:00;8,55;;N;
912;13/10/2016;13:00;8,52;;N;
913;14/10/2016;11:00;8,61;;N;
914;15/10/2016;14:00;8,65;;N;
915;16/10/2016;22:00;8,62;;N;
916;17/10/2016;08:00;8,67;;N;
917;18/10/2016;14:00;8,67;;N;
918;19/10/2016;15:00;8,70;;N;
919;20/10/2016;16:00;8,71;;N;
920;21/10/2016;03:00;8,67;;N;
921;22/10/2016;22:00;8,63;;N;
922;23/10/2016;21:00;8,61;;N;
923;24/10/2016;14:00;8,58;;N;
924;25/10/2016;11:00;8,69;;N;
925;26/10/2016;01:00;8,71;;N;
926;27/10/2016;15:00;8,68;;N;
927;28/10/2016;14:00;8,74;;N;
928;29/10/2016;03:00;8,73;;N;
929;30/10/2016;14:00;8,67;;N;
930;31/10/2016;08:00;8,75;;N;
931;01/11/2016;10:00;8,73;;N;
932;02/11/2016;22:00;8,73;;N;
933;03/11/2016;13:00;8,73;;N;
934;04/11/2016;08:00;8,78;;N;
935;05/11/2016;15:00;8,79;;N;
936;06/11/2016;07:00;8,80;;N;
937;07/11/2016;10:00;8,73;;N;
938;08/11/2016;10:00;8,79;;N;
939;09/11/2016;13:00;8,81;;N;
940;10/11/2016;15:00;8,81;;N;
941;11/11/2016;11:00;8,81;;N;
942;12/11/2016;16:00;8,74;;N;
943;13/11/2016;12:00;8,63;;N;
944;14/11/2016;05:00;8,57;;N;
945;15/11/2016;12:00;8,67;;N;
946;16/11/2016;13:00;8,73;;N;
947;17/11/2016;07:00;8,77;;N;
948;18/11/2016;10:00;8,74;;N;
949;19/11/2016;15:00;8,78;;N;
950;20/11/2016;22:00;8,81;;N;
951;21/11/2016;12:00;8,71;;N;
952;22/11/2016;11:00;8,78;;N;
953;23/11/2016;11:00;8,83;;N;
954;24/11/2016;21:00;8,82;;N;
955;25/11/2016;22:00;8,81;;N;
956;26/11/2016;13:00;8,85;;N;
957;27/11/2016;13:00;8,81;;N;
958;28/11/2016;13:00;8,80;;N;
959;29/11/2016;02:00;8,83;;N;
960;30/11/2016;11:00;8,87;;N;
961;01/12/2016;10:00;8,90;;N;
962;02/12/2016;08:00;8,90;;N;
963;03/12/2016;22:00;8,90;;N;
964;04/12/2016;12:00;8,78;;N;
965;05/12/2016;14:00;8,62;;N;
966;06/12/2016;09:00;8,80;;N;
967;07/12/2016;14:00;8,76;;N;
968;08/12/2016;10:00;8,88;;N;
969;09/12/2016;15:00;8,92;;N;
970;10/12/2016;23:00;8,92;;N;
971;11/12/2016;15:00;8,91;;N;
972;12/12/2016;16:00;8,83;;N;
973;13/12/2016;11:00;8,90;;N;
974;14/12/2016;12:00;8,72;;N;
975;15/12/2016;18:00;8,70;;N;
976;16/12/2016;18:00;8,66;;N;
977;17/12/2016;11:00;8,52;;N;
978;18/12/2016;14:00;8,43;;N;
979;19/12/2016;02:00;8,40;;N;
980;20/12/2016;20:00;8,41;;N;
981;21/12/2016;11:00;8,42;;N;
982;22/12/2016;21:00;8,44;;N;
983;23/12/2016;02:00;8,39;;N;
984;24/12/2016;11:00;8,43;;N;
985;25/12/2016;11:00;8,54;;N;
986;26/12/2016;11:00;8,50;;N;
987;27/12/2016;08:00;8,47;;N;
988;28/12/2016;14:00;8,48;;N;
989;29/12/2016;11:00;8,35;;N;
990;30/12/2016;14:00;8,31;;N;
991;31/12/2016;09:00;8,28;;N;
992;01/01/2017;09:00;8,34;;N;
993;02/01/2017;11:00;8,41;;N;
994;03/01/2017;16:00;8,56;;N;
995;04/01/2017;19:00;8,53;;N;
996;05/01/2017;12:00;8,43;;N;
997;06/01/2017;16:00;8,48;;N;
998;07/01/2017;23:00;8,50;;N;
999;08/01/2017;11:00;8,49;;N;
1000;09/01/2017;17:00;8,62;;N;
1001;10/01/2017;12:00;8,51;;N;
1002;11/01/2017;12:00;8,42;;N;
1003;12/01/2017;19:00;8,54;;N;
1004;13/01/2017;20:00;8,52;;N;
1005;14/01/2017;12:00;8,48;;N;
1006;15/01/2017;04:00;8,38;;N;
1007;16/01/2017;22:00;8,50;;N;
1008;17/01/2017;12:00;8,39;;N;
1009;18/01/2017;18:00;8,28;;N;
1010;19/01/2017;10:00;8,24;;N;
1011;20/01/2017;11:00;8,21;;N;
1012;21/01/2017;21:00;8,18;;N;
1013;22/01/2017;12:00;8,16;;N;
1014;23/01/2017;22:00;8,13;;N;
1015;24/01/2017;23:00;8,09;;N;
1016;25/01/2017;22:00;8,07;;N;
1017;26/01/2017;14:00;8,05;;N;
1018;27/01/2017;20:00;8,03;;N;
1019;28/01/2017;13:00;8,00;;N;
1020;29/01/2017;05:00;7,99;;N;
1021;30/01/2017;22:00;7,97;;N;
1022;31/01/2017;10:00;7,95;;N;
1023;01/02/2017;13:00;7,93;;N;
1024;02/02/2017;22:00;7,91;;N;
