
Id Ponto:;2600050938
Consulta em:;17/11/2021 19:24:06
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
983;01/08/2016;12:00;21,46;;N;
984;02/08/2016;12:00;21,43;;N;
985;03/08/2016;07:00;21,54;;N;
986;04/08/2016;12:00;21,53;;N;
987;05/08/2016;05:00;21,49;;N;
988;06/08/2016;11:00;21,61;;N;
989;07/08/2016;13:00;21,69;;N;
990;08/08/2016;13:00;21,49;;N;
991;09/08/2016;16:00;21,66;;N;
992;10/08/2016;22:00;21,74;;N;
993;11/08/2016;19:00;21,71;;N;
994;12/08/2016;02:00;21,86;;N;
995;13/08/2016;06:00;21,94;;N;
996;14/08/2016;10:00;22,01;;N;
997;15/08/2016;18:00;22,01;;N;
998;16/08/2016;10:00;22,06;;N;
999;17/08/2016;07:00;22,29;;N;
1000;18/08/2016;09:00;22,23;;N;
1001;19/08/2016;08:00;22,20;;N;
1002;20/08/2016;18:00;22,17;;N;
1003;21/08/2016;09:00;22,09;;N;
1004;22/08/2016;14:00;22,15;;N;
1005;23/08/2016;07:00;22,24;;N;
1006;24/08/2016;06:00;22,26;;N;
1007;25/08/2016;07:00;22,32;;N;
1008;26/08/2016;07:00;22,29;;N;
1009;27/08/2016;11:00;22,22;;N;
1010;28/08/2016;07:00;22,14;;N;
1011;29/08/2016;12:00;22,09;;N;
1012;30/08/2016;03:00;22,06;;N;
1013;31/08/2016;23:00;22,12;;N;
1014;01/09/2016;14:00;22,09;;N;
1015;02/09/2016;03:00;22,17;;N;
1016;03/09/2016;05:00;22,17;;N;
1017;04/09/2016;10:00;22,26;;N;
1018;05/09/2016;15:00;22,12;;N;
1019;06/09/2016;18:00;22,27;;N;
1020;07/09/2016;18:00;22,27;;N;
1021;08/09/2016;07:00;22,26;;N;
1022;09/09/2016;09:00;22,28;;N;
1023;10/09/2016;21:00;22,31;;N;
1024;11/09/2016;05:00;22,26;;N;
1025;12/09/2016;09:00;22,32;;N;
1026;13/09/2016;03:00;22,46;;N;
1027;14/09/2016;12:00;22,47;;N;
1028;15/09/2016;03:00;22,45;;N;
1029;16/09/2016;07:00;22,53;;N;
1030;17/09/2016;07:00;22,45;;N;
1031;18/09/2016;13:00;22,39;;N;
1032;19/09/2016;11:00;22,37;;N;
1033;20/09/2016;06:00;22,50;;N;
1034;21/09/2016;20:00;22,57;;N;
1035;22/09/2016;15:00;22,63;;N;
1036;23/09/2016;05:00;22,74;;N;
1037;24/09/2016;05:00;22,84;;N;
1038;25/09/2016;12:00;22,92;;N;
1039;26/09/2016;05:00;22,81;;N;
1040;27/09/2016;12:00;22,90;;N;
1041;28/09/2016;18:00;23,12;;N;
1042;29/09/2016;12:00;23,04;;N;
1043;30/09/2016;19:00;22,93;;N;
1044;01/10/2016;07:00;23,01;;N;
1045;02/10/2016;12:00;23,03;;N;
1046;03/10/2016;14:00;22,93;;N;
1047;04/10/2016;08:00;22,92;;N;
1048;05/10/2016;12:00;22,87;;N;
1049;06/10/2016;06:00;22,78;;N;
1050;07/10/2016;12:00;22,84;;N;
1051;08/10/2016;03:00;22,72;;N;
1052;09/10/2016;13:00;22,93;;N;
1053;10/10/2016;10:00;22,85;;N;
1054;11/10/2016;04:00;22,82;;N;
1055;12/10/2016;08:00;22,85;;N;
1056;13/10/2016;03:00;22,95;;N;
1057;14/10/2016;12:00;22,90;;N;
1058;15/10/2016;12:00;22,97;;N;
1059;16/10/2016;09:00;22,96;;N;
1060;17/10/2016;13:00;23,13;;N;
1062;18/10/2016;23:00;23,03;;N;
1061;18/10/2016;07:00;23,14;;N;
1063;19/10/2016;09:00;22,93;;N;
1064;20/10/2016;17:00;22,97;;N;
1065;21/10/2016;13:00;22,99;;N;
1066;22/10/2016;08:00;22,97;;N;
1067;23/10/2016;08:00;22,99;;N;
1068;24/10/2016;04:00;23,01;;N;
1069;25/10/2016;09:00;23,17;;N;
1070;26/10/2016;03:00;23,29;;N;
1071;27/10/2016;07:00;23,28;;N;
1072;28/10/2016;13:00;23,35;;N;
1073;29/10/2016;14:00;23,58;;N;
1074;30/10/2016;21:00;23,65;;N;
1075;31/10/2016;12:00;23,53;;N;
1076;01/11/2016;09:00;23,40;;N;
1077;02/11/2016;11:00;23,35;;N;
1078;03/11/2016;12:00;23,28;;N;
1079;04/11/2016;07:00;23,12;;N;
1080;05/11/2016;18:00;23,14;;N;
1081;06/11/2016;05:00;23,11;;N;
1082;07/11/2016;08:00;23,14;;N;
1083;08/11/2016;00:00;23,20;;N;
1084;09/11/2016;19:00;23,27;;N;
1085;10/11/2016;03:00;23,32;;N;
1086;11/11/2016;10:00;23,32;;N;
1087;12/11/2016;07:00;23,29;;N;
1088;13/11/2016;08:00;23,31;;N;
1089;14/11/2016;21:00;23,45;;N;
1090;15/11/2016;05:00;23,38;;N;
1091;16/11/2016;10:00;23,39;;N;
1092;17/11/2016;23:00;23,40;;N;
1093;18/11/2016;09:00;23,34;;N;
1094;19/11/2016;10:00;23,51;;N;
1095;20/11/2016;08:00;23,54;;N;
1096;21/11/2016;10:00;23,47;;N;
1097;22/11/2016;20:00;23,52;;N;
1098;23/11/2016;21:00;23,61;;N;
1099;24/11/2016;12:00;23,56;;N;
1100;25/11/2016;10:00;23,50;;N;
1101;26/11/2016;09:00;23,53;;N;
1102;27/11/2016;23:00;23,42;;N;
1103;28/11/2016;12:00;23,40;;N;
1104;29/11/2016;07:00;23,35;;N;
1105;30/11/2016;12:00;23,42;;N;
1106;01/12/2016;09:00;23,36;;N;
1107;02/12/2016;12:00;23,51;;N;
1108;03/12/2016;12:00;23,49;;N;
1109;04/12/2016;11:00;23,43;;N;
1110;05/12/2016;10:00;23,47;;N;
1111;06/12/2016;23:00;23,43;;N;
1112;07/12/2016;21:00;23,46;;N;
1113;08/12/2016;12:00;23,34;;N;
1114;09/12/2016;05:00;23,39;;N;
1115;10/12/2016;05:00;23,47;;N;
1116;11/12/2016;00:00;23,45;;N;
1117;12/12/2016;23:00;23,55;;N;
1118;13/12/2016;07:00;23,50;;N;
1119;14/12/2016;06:00;23,68;;N;
1120;15/12/2016;06:00;23,71;;N;
1121;16/12/2016;10:00;23,58;;N;
1122;17/12/2016;12:00;23,46;;N;
1123;18/12/2016;21:00;23,14;;N;
1124;19/12/2016;09:00;23,08;;N;
1125;20/12/2016;10:00;23,06;;N;
1126;21/12/2016;09:00;23,03;;N;
1127;22/12/2016;04:00;23,02;;N;
1128;23/12/2016;02:00;23,06;;N;
1129;24/12/2016;12:00;23,14;;N;
1130;25/12/2016;23:00;23,07;;N;
1131;26/12/2016;10:00;23,00;;N;
1132;27/12/2016;03:00;22,99;;N;
1133;28/12/2016;05:00;23,02;;N;
1134;29/12/2016;06:00;22,97;;N;
1135;30/12/2016;06:00;22,98;;N;
1136;31/12/2016;10:00;22,81;;N;
1137;01/01/2017;03:00;22,85;;N;
1138;02/01/2017;12:00;22,84;;N;
1139;03/01/2017;11:00;22,77;;N;
1140;04/01/2017;12:00;22,75;;N;
1141;05/01/2017;12:00;22,67;;N;
1142;06/01/2017;01:00;22,66;;N;
1143;07/01/2017;12:00;22,70;;N;
1144;08/01/2017;09:00;22,68;;N;
1145;09/01/2017;06:00;22,69;;N;
1146;10/01/2017;18:00;22,75;;N;
1147;11/01/2017;12:00;22,77;;N;
1148;12/01/2017;09:00;22,88;;N;
