
Id Ponto:;2200046785
Consulta em:;08/11/2021 11:35:22
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
20;01/11/2011;21:00;6,76;;N;
21;02/11/2011;16:00;6,74;;N;
22;03/11/2011;04:00;6,72;;N;
23;04/11/2011;11:00;6,69;;N;
24;05/11/2011;11:00;6,67;;N;
25;06/11/2011;10:00;6,68;;N;
26;07/11/2011;12:00;6,68;;N;
27;08/11/2011;11:00;6,69;;N;
28;09/11/2011;11:00;6,69;;N;
29;10/11/2011;23:00;6,70;;N;
30;11/11/2011;11:00;6,70;;N;
31;12/11/2011;04:00;6,70;;N;
32;13/11/2011;05:00;6,70;;N;
33;14/11/2011;11:00;6,70;;N;
34;15/11/2011;11:00;6,71;;N;
35;16/11/2011;13:00;6,71;;N;
36;17/11/2011;17:00;6,71;;N;
37;18/11/2011;09:00;6,72;;N;
38;19/11/2011;23:00;6,73;;N;
39;20/11/2011;11:00;6,72;;N;
40;21/11/2011;22:00;6,73;;N;
41;22/11/2011;15:00;6,73;;N;
42;23/11/2011;19:00;6,74;;N;
43;24/11/2011;11:00;6,74;;N;
44;25/11/2011;18:00;6,74;;N;
45;26/11/2011;19:00;6,74;;N;
46;27/11/2011;21:00;6,75;;N;
47;28/11/2011;11:00;6,75;;N;
48;29/11/2011;23:00;6,76;;N;
49;30/11/2011;19:00;6,76;;N;
50;01/12/2011;09:00;6,77;;N;
51;02/12/2011;16:00;6,77;;N;
52;03/12/2011;09:00;6,78;;N;
53;04/12/2011;15:00;6,78;;N;
54;05/12/2011;14:00;6,78;;N;
55;06/12/2011;10:00;6,79;;N;
56;07/12/2011;17:00;6,80;;N;
57;08/12/2011;22:00;6,80;;N;
58;09/12/2011;11:00;6,80;;N;
59;10/12/2011;11:00;6,81;;N;
60;11/12/2011;23:00;6,81;;N;
61;12/12/2011;23:00;6,81;;N;
62;13/12/2011;06:00;6,81;;N;
63;14/12/2011;14:00;6,81;;N;
64;15/12/2011;19:00;6,81;;N;
65;16/12/2011;22:00;6,81;;N;
66;17/12/2011;14:00;6,81;;N;
67;18/12/2011;14:00;6,82;;N;
68;19/12/2011;23:00;6,83;;N;
69;20/12/2011;22:00;6,83;;N;
70;21/12/2011;11:00;6,82;;N;
71;22/12/2011;18:00;6,83;;N;
72;23/12/2011;01:00;6,84;;N;
73;24/12/2011;13:00;6,84;;N;
74;25/12/2011;18:00;6,84;;N;
75;26/12/2011;16:00;6,85;;N;
76;27/12/2011;13:00;6,85;;N;
77;28/12/2011;21:00;6,85;;N;
78;29/12/2011;17:00;6,84;;N;
79;30/12/2011;18:00;6,85;;N;
80;31/12/2011;05:00;6,84;;N;
81;01/01/2012;06:00;6,85;;N;
82;02/01/2012;01:00;6,85;;N;
83;03/01/2012;23:00;6,86;;N;
84;04/01/2012;14:00;6,86;;N;
85;05/01/2012;23:00;6,85;;N;
86;06/01/2012;00:00;6,85;;N;
87;07/01/2012;11:00;6,85;;N;
88;08/01/2012;12:00;6,85;;N;
89;09/01/2012;12:00;6,85;;N;
90;10/01/2012;00:00;6,85;;N;
91;11/01/2012;20:00;6,86;;N;
92;12/01/2012;13:00;6,87;;N;
93;13/01/2012;20:00;6,87;;N;
94;14/01/2012;15:00;6,87;;N;
95;15/01/2012;00:00;6,87;;N;
96;16/01/2012;15:00;6,87;;N;
97;17/01/2012;11:00;6,87;;N;
98;18/01/2012;17:00;6,86;;N;
99;19/01/2012;12:00;6,86;;N;
100;20/01/2012;19:00;6,86;;N;
101;21/01/2012;12:00;6,85;;N;
102;22/01/2012;14:00;6,84;;N;
103;23/01/2012;11:00;6,82;;N;
104;24/01/2012;15:00;6,81;;N;
105;25/01/2012;11:00;6,82;;N;
106;26/01/2012;12:00;6,81;;N;
107;27/01/2012;20:00;6,82;;N;
108;28/01/2012;06:00;6,82;;N;
109;29/01/2012;12:00;6,81;;N;
110;30/01/2012;18:00;6,83;;N;
111;31/01/2012;13:00;6,83;;N;
112;01/02/2012;13:00;6,83;;N;
113;02/02/2012;23:00;6,84;;N;
114;03/02/2012;12:00;6,85;;N;
115;04/02/2012;18:00;6,86;;N;
116;05/02/2012;23:00;6,86;;N;
117;06/02/2012;13:00;6,87;;N;
118;07/02/2012;01:00;6,87;;N;
119;08/02/2012;13:00;6,86;;N;
120;09/02/2012;20:00;6,87;;N;
121;10/02/2012;10:00;6,87;;N;
