
Id Ponto:;2600039622
Consulta em:;05/11/2021 15:52:16
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
10;01/10/2011;07:00;3,46;;N;
11;02/10/2011;04:00;3,46;;N;
12;03/10/2011;13:00;3,46;;N;
13;04/10/2011;18:00;3,49;;N;
14;05/10/2011;05:00;3,50;;N;
15;06/10/2011;05:00;3,51;;N;
16;07/10/2011;04:00;3,51;;N;
17;08/10/2011;05:00;3,51;;N;
18;09/10/2011;20:00;3,50;;N;
19;10/10/2011;01:00;3,50;;N;
20;11/10/2011;00:00;3,53;;N;
21;12/10/2011;06:00;3,54;;N;
22;13/10/2011;19:00;3,55;;N;
23;14/10/2011;06:00;3,55;;N;
24;15/10/2011;05:00;3,55;;N;
25;16/10/2011;05:00;3,54;;N;
26;17/10/2011;12:00;3,53;;N;
27;18/10/2011;00:00;3,53;;N;
28;19/10/2011;13:00;3,55;;N;
29;20/10/2011;02:00;3,53;;N;
30;21/10/2011;20:00;3,50;;N;
31;22/10/2011;20:00;3,47;;N;
32;23/10/2011;05:00;3,45;;N;
33;24/10/2011;12:00;3,42;;N;
34;25/10/2011;20:00;3,40;;N;
35;26/10/2011;01:00;3,39;;N;
36;27/10/2011;06:00;3,39;;N;
37;28/10/2011;21:00;3,39;;N;
38;29/10/2011;03:00;3,39;;N;
39;30/10/2011;03:00;3,39;;N;
40;31/10/2011;04:00;3,39;;N;
41;01/11/2011;05:00;3,40;;N;
42;02/11/2011;04:00;3,42;;N;
43;03/11/2011;04:00;3,42;;N;
44;04/11/2011;00:00;3,43;;N;
45;05/11/2011;20:00;3,43;;N;
46;06/11/2011;06:00;3,41;;N;
47;07/11/2011;20:00;3,40;;N;
48;08/11/2011;05:00;3,39;;N;
49;09/11/2011;13:00;3,40;;N;
50;10/11/2011;06:00;3,42;;N;
51;11/11/2011;13:00;3,43;;N;
52;12/11/2011;00:00;3,44;;N;
53;13/11/2011;01:00;3,47;;N;
