
Id Ponto:;2200046856
Consulta em:;08/11/2021 11:40:50
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
21;01/11/2011;06:00;9,96;;N;
22;02/11/2011;07:00;10,03;;N;
23;03/11/2011;07:00;10,00;;N;
24;04/11/2011;12:00;10,04;;N;
25;05/11/2011;20:00;10,07;;N;
26;06/11/2011;07:00;10,04;;N;
27;07/11/2011;08:00;10,15;;N;
28;08/11/2011;07:00;10,06;;N;
29;09/11/2011;19:00;10,02;;N;
30;10/11/2011;07:00;10,03;;N;
31;11/11/2011;09:00;10,21;;N;
32;12/11/2011;20:00;10,11;;N;
33;13/11/2011;19:00;10,05;;N;
34;14/11/2011;20:00;10,14;;N;
35;15/11/2011;07:00;10,07;;N;
36;16/11/2011;19:00;10,05;;N;
37;17/11/2011;20:00;10,14;;N;
38;18/11/2011;21:00;10,24;;N;
39;19/11/2011;07:00;10,12;;N;
40;20/11/2011;19:00;10,08;;N;
41;21/11/2011;09:00;10,23;;N;
42;22/11/2011;07:00;10,16;;N;
43;23/11/2011;20:00;10,24;;N;
44;24/11/2011;21:00;10,21;;N;
45;25/11/2011;20:00;10,17;;N;
46;26/11/2011;09:00;10,06;;N;
47;27/11/2011;19:00;10,08;;N;
48;28/11/2011;20:00;10,14;;N;
49;29/11/2011;08:00;10,16;;N;
50;30/11/2011;08:00;10,17;;N;
51;01/12/2011;09:00;10,31;;N;
52;02/12/2011;11:00;10,26;;N;
53;03/12/2011;08:00;10,23;;N;
54;04/12/2011;09:00;10,29;;N;
55;05/12/2011;20:00;10,32;;N;
56;06/12/2011;22:00;10,28;;N;
57;07/12/2011;20:00;10,31;;N;
58;08/12/2011;23:00;10,30;;N;
59;09/12/2011;21:00;10,38;;N;
60;10/12/2011;20:00;10,32;;N;
61;11/12/2011;00:00;10,11;;N;
62;12/12/2011;19:00;10,14;;N;
63;13/12/2011;20:00;10,15;;N;
64;14/12/2011;09:00;10,24;;N;
65;15/12/2011;20:00;10,27;;N;
66;16/12/2011;21:00;10,33;;N;
67;17/12/2011;07:00;10,30;;N;
68;18/12/2011;07:00;10,19;;N;
69;19/12/2011;20:00;10,30;;N;
70;20/12/2011;21:00;10,38;;N;
71;21/12/2011;07:00;10,36;;N;
72;22/12/2011;06:00;10,27;;N;
73;23/12/2011;07:00;10,26;;N;
74;24/12/2011;21:00;10,28;;N;
75;25/12/2011;20:00;10,23;;N;
76;26/12/2011;18:00;10,20;;N;
77;27/12/2011;09:00;10,30;;N;
78;28/12/2011;20:00;10,32;;N;
79;29/12/2011;09:00;10,35;;N;
80;30/12/2011;07:00;10,34;;N;
81;31/12/2011;08:00;10,36;;N;
82;01/01/2012;19:00;10,20;;N;
83;02/01/2012;21:00;10,36;;N;
84;03/01/2012;20:00;10,39;;N;
85;04/01/2012;19:00;10,24;;N;
86;05/01/2012;09:00;10,33;;N;
87;06/01/2012;09:00;10,41;;N;
88;07/01/2012;22:00;10,37;;N;
89;08/01/2012;01:00;10,22;;N;
90;09/01/2012;06:00;10,25;;N;
91;10/01/2012;07:00;10,31;;N;
92;11/01/2012;09:00;10,34;;N;
93;12/01/2012;20:00;10,39;;N;
94;13/01/2012;06:00;10,38;;N;
95;14/01/2012;20:00;10,43;;N;
96;15/01/2012;07:00;10,35;;N;
97;16/01/2012;07:00;10,36;;N;
98;17/01/2012;06:00;10,32;;N;
99;18/01/2012;20:00;10,17;;N;
100;19/01/2012;19:00;10,26;;N;
101;20/01/2012;20:00;10,32;;N;
102;21/01/2012;00:00;10,16;;N;
103;22/01/2012;08:00;10,16;;N;
104;23/01/2012;00:00;10,07;;N;
105;24/01/2012;06:00;10,11;;N;
106;25/01/2012;07:00;10,21;;N;
107;26/01/2012;19:00;10,10;;N;
108;27/01/2012;19:00;10,25;;N;
109;28/01/2012;11:00;10,23;;N;
110;29/01/2012;07:00;10,16;;N;
111;30/01/2012;21:00;10,26;;N;
112;31/01/2012;20:00;10,27;;N;
113;01/02/2012;07:00;10,24;;N;
114;02/02/2012;08:00;10,21;;N;
115;03/02/2012;07:00;10,25;;N;
116;04/02/2012;08:00;10,26;;N;
117;05/02/2012;20:00;10,23;;N;
118;06/02/2012;08:00;10,29;;N;
119;07/02/2012;07:00;10,27;;N;
120;08/02/2012;08:00;10,34;;N;
121;09/02/2012;19:00;10,26;;N;
122;10/02/2012;19:00;10,17;;N;
123;11/02/2012;20:00;10,23;;N;
124;12/02/2012;19:00;10,14;;N;
125;13/02/2012;13:00;10,08;;N;
126;14/02/2012;19:00;10,14;;N;
127;15/02/2012;07:00;10,19;;N;
128;16/02/2012;19:00;10,18;;N;
129;17/02/2012;22:00;10,18;;N;
130;18/02/2012;19:00;10,11;;N;
131;19/02/2012;07:00;10,15;;N;
132;20/02/2012;19:00;10,16;;N;
133;21/02/2012;22:00;10,22;;N;
134;22/02/2012;00:00;10,16;;N;
135;23/02/2012;08:00;10,20;;N;
136;24/02/2012;07:00;10,18;;N;
137;25/02/2012;07:00;10,17;;N;
138;26/02/2012;19:00;10,13;;N;
139;27/02/2012;23:00;10,18;;N;
140;28/02/2012;07:00;10,21;;N;
141;29/02/2012;07:00;10,20;;N;
142;01/03/2012;23:00;10,15;;N;
143;02/03/2012;20:00;10,23;;N;
144;03/03/2012;07:00;10,21;;N;
145;04/03/2012;07:00;10,19;;N;
146;05/03/2012;23:00;10,09;;N;
147;06/03/2012;19:00;10,13;;N;
148;07/03/2012;20:00;10,16;;N;
149;08/03/2012;09:00;10,27;;N;
150;09/03/2012;09:00;10,27;;N;
151;10/03/2012;07:00;10,21;;N;
152;11/03/2012;20:00;10,20;;N;
153;12/03/2012;07:00;10,19;;N;
154;13/03/2012;19:00;10,19;;N;
155;14/03/2012;09:00;10,27;;N;
156;15/03/2012;22:00;10,31;;N;
157;16/03/2012;19:00;10,24;;N;
158;17/03/2012;20:00;10,25;;N;
159;18/03/2012;19:00;10,20;;N;
160;19/03/2012;19:00;10,12;;N;
161;20/03/2012;19:00;10,17;;N;
162;21/03/2012;19:00;10,13;;N;
163;22/03/2012;07:00;10,18;;N;
164;23/03/2012;19:00;10,17;;N;
165;24/03/2012;07:00;10,17;;N;
166;25/03/2012;19:00;10,01;;N;
167;26/03/2012;19:00;10,07;;N;
168;27/03/2012;20:00;10,17;;N;
169;28/03/2012;07:00;10,18;;N;
170;29/03/2012;19:00;10,06;;N;
171;30/03/2012;07:00;10,13;;N;
172;31/03/2012;20:00;10,14;;N;
173;01/04/2012;19:00;10,05;;N;
174;02/04/2012;20:00;10,12;;N;
175;03/04/2012;20:00;10,18;;N;
176;04/04/2012;20:00;10,18;;N;
177;05/04/2012;00:00;10,09;;N;
178;06/04/2012;23:00;10,07;;N;
179;07/04/2012;07:00;10,14;;N;
180;08/04/2012;19:00;10,07;;N;
181;09/04/2012;19:00;10,09;;N;
182;10/04/2012;07:00;10,11;;N;
183;11/04/2012;08:00;10,17;;N;
184;12/04/2012;09:00;10,21;;N;
185;13/04/2012;08:00;10,20;;N;
186;14/04/2012;22:00;10,28;;N;
187;15/04/2012;07:00;10,18;;N;
188;16/04/2012;20:00;10,17;;N;
189;17/04/2012;19:00;10,08;;N;
190;18/04/2012;19:00;10,15;;N;
191;19/04/2012;07:00;10,17;;N;
192;20/04/2012;19:00;10,13;;N;
193;21/04/2012;19:00;10,10;;N;
194;22/04/2012;19:00;10,09;;N;
195;23/04/2012;07:00;10,13;;N;
196;24/04/2012;09:00;10,20;;N;
197;25/04/2012;07:00;10,19;;N;
198;26/04/2012;19:00;10,16;;N;
199;27/04/2012;07:00;10,18;;N;
200;28/04/2012;09:00;10,23;;N;
201;29/04/2012;20:00;10,24;;N;
202;30/04/2012;20:00;10,24;;N;
203;01/05/2012;07:00;10,25;;N;
204;02/05/2012;20:00;10,25;;N;
205;03/05/2012;07:00;10,24;;N;
206;04/05/2012;21:00;10,36;;N;
207;05/05/2012;20:00;10,29;;N;
208;06/05/2012;19:00;10,19;;N;
209;07/05/2012;21:00;10,29;;N;
210;08/05/2012;20:00;10,33;;N;
211;09/05/2012;15:00;10,28;;N;
212;10/05/2012;08:00;10,31;;N;
213;11/05/2012;19:00;10,27;;N;
214;12/05/2012;08:00;10,34;;N;
215;13/05/2012;19:00;10,24;;N;
216;14/05/2012;08:00;10,32;;N;
217;15/05/2012;21:00;10,38;;N;
218;16/05/2012;19:00;10,35;;N;
219;17/05/2012;20:00;10,36;;N;
220;18/05/2012;08:00;10,40;;N;
221;19/05/2012;09:00;10,41;;N;
222;20/05/2012;20:00;10,34;;N;
223;21/05/2012;20:00;10,37;;N;
224;22/05/2012;08:00;10,37;;N;
225;23/05/2012;08:00;10,40;;N;
226;24/05/2012;07:00;10,36;;N;
227;25/05/2012;21:00;10,46;;N;
228;26/05/2012;20:00;10,39;;N;
229;27/05/2012;09:00;10,47;;N;
230;28/05/2012;20:00;10,45;;N;
231;29/05/2012;19:00;10,31;;N;
232;30/05/2012;08:00;10,37;;N;
233;31/05/2012;09:00;10,44;;N;
234;01/06/2012;09:00;10,46;;N;
235;02/06/2012;07:00;10,41;;N;
236;03/06/2012;07:00;10,35;;N;
237;04/06/2012;07:00;10,37;;N;
238;05/06/2012;23:00;10,50;;N;
239;06/06/2012;21:00;10,55;;N;
240;07/06/2012;20:00;10,42;;N;
241;08/06/2012;09:00;10,55;;N;
242;09/06/2012;13:00;10,50;;N;
243;10/06/2012;07:00;10,39;;N;
244;11/06/2012;15:00;10,41;;N;
245;12/06/2012;21:00;10,46;;N;
