
Id Ponto:;2300022895
Consulta em:;16/06/2021 19:10:32
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1376;01/01/2017;05:00;21,98;;N;
1377;02/01/2017;22:00;21,98;;N;
1378;03/01/2017;20:00;21,98;;N;
1379;04/01/2017;03:00;21,99;;N;
1380;05/01/2017;04:00;21,99;;N;
1381;06/01/2017;03:00;21,99;;N;
1382;07/01/2017;19:00;21,99;;N;
1383;08/01/2017;12:00;22,00;;N;
1384;09/01/2017;03:00;22,00;;N;
1385;10/01/2017;12:00;22,00;;N;
1386;11/01/2017;03:00;22,00;;N;
1387;12/01/2017;03:00;22,00;;N;
1388;13/01/2017;19:00;21,99;;N;
1389;14/01/2017;02:00;22,00;;N;
1390;15/01/2017;23:00;21,99;;N;
1391;16/01/2017;03:00;22,00;;N;
1392;17/01/2017;03:00;22,00;;N;
1393;18/01/2017;20:00;21,99;;N;
1394;19/01/2017;04:00;22,00;;N;
1395;20/01/2017;03:00;22,01;;N;
1396;21/01/2017;00:00;22,01;;N;
1397;22/01/2017;06:00;22,01;;N;
1398;23/01/2017;03:00;22,02;;N;
1399;24/01/2017;01:00;22,03;;N;
1400;25/01/2017;04:00;22,02;;N;
1401;26/01/2017;15:00;22,02;;N;
1402;27/01/2017;03:00;22,03;;N;
1403;28/01/2017;01:00;22,03;;N;
1404;29/01/2017;05:00;22,01;;N;
1405;30/01/2017;00:00;22,01;;N;
1406;31/01/2017;23:00;22,00;;N;
1407;01/02/2017;03:00;22,00;;N;
1408;02/02/2017;03:00;22,00;;N;
1409;03/02/2017;21:00;22,00;;N;
1410;04/02/2017;01:00;22,00;;N;
1411;05/02/2017;02:00;22,00;;N;
1412;06/02/2017;01:00;22,00;;N;
1413;07/02/2017;05:00;22,00;;N;
1414;08/02/2017;15:00;22,00;;N;
1415;09/02/2017;00:00;22,02;;N;
1416;10/02/2017;21:00;22,01;;N;
1417;11/02/2017;06:00;22,01;;N;
1418;12/02/2017;03:00;22,01;;N;
1419;13/02/2017;07:00;22,01;;N;
1420;14/02/2017;19:00;22,03;;N;
1421;15/02/2017;05:00;22,04;;N;
1422;16/02/2017;23:00;22,03;;N;
1423;17/02/2017;01:00;22,03;;N;
1424;18/02/2017;06:00;22,03;;N;
1425;19/02/2017;02:00;22,04;;N;
1426;20/02/2017;02:00;22,04;;N;
1427;21/02/2017;05:00;22,03;;N;
1428;22/02/2017;03:00;22,02;;N;
1429;23/02/2017;02:00;22,02;;N;
1430;24/02/2017;05:00;22,02;;N;
1431;25/02/2017;06:00;22,02;;N;
1432;26/02/2017;13:00;22,02;;N;
1433;27/02/2017;00:00;22,03;;N;
1434;28/02/2017;13:00;22,02;;N;
1435;01/03/2017;02:00;22,02;;N;
1436;02/03/2017;00:00;22,03;;N;
1437;03/03/2017;03:00;22,04;;N;
1438;04/03/2017;01:00;22,02;;N;
1439;05/03/2017;03:00;22,01;;N;
1440;06/03/2017;06:00;22,02;;N;
1441;07/03/2017;18:00;22,02;;N;
1442;08/03/2017;12:00;22,02;;N;
1443;09/03/2017;05:00;22,02;;N;
1444;10/03/2017;02:00;22,02;;N;
1445;11/03/2017;13:00;22,02;;N;
1446;12/03/2017;03:00;22,03;;N;
1447;13/03/2017;05:00;22,03;;N;
1448;14/03/2017;05:00;22,03;;N;
1449;15/03/2017;04:00;22,03;;N;
1450;16/03/2017;13:00;22,03;;N;
1451;17/03/2017;19:00;22,03;;N;
1452;18/03/2017;01:00;22,04;;N;
1453;19/03/2017;00:00;22,04;;N;
1454;20/03/2017;20:00;22,03;;N;
1455;21/03/2017;05:00;22,04;;N;
1456;22/03/2017;13:00;22,04;;N;
1457;23/03/2017;02:00;22,04;;N;
1458;24/03/2017;03:00;22,03;;N;
1459;25/03/2017;04:00;22,03;;N;
1460;26/03/2017;04:00;22,03;;N;
1461;27/03/2017;13:00;22,03;;N;
1462;28/03/2017;07:00;22,04;;N;
1463;29/03/2017;02:00;22,04;;N;
1464;30/03/2017;06:00;22,04;;N;
1465;31/03/2017;06:00;22,05;;N;
1466;01/04/2017;02:00;22,06;;N;
1467;02/04/2017;06:00;22,05;;N;
1468;03/04/2017;13:00;22,04;;N;
1469;04/04/2017;13:00;22,04;;N;
1470;05/04/2017;19:00;22,05;;N;
1471;06/04/2017;12:00;22,06;;N;
1472;07/04/2017;05:00;22,04;;N;
1473;08/04/2017;03:00;22,04;;N;
1474;09/04/2017;04:00;22,04;;N;
1475;10/04/2017;05:00;22,04;;N;
1476;11/04/2017;01:00;22,05;;N;
1477;12/04/2017;20:00;22,04;;N;
1478;13/04/2017;22:00;22,05;;N;
1479;14/04/2017;14:00;22,05;;N;
1480;15/04/2017;12:00;22,05;;N;
1481;16/04/2017;04:00;22,05;;N;
1482;17/04/2017;06:00;22,05;;N;
1483;18/04/2017;03:00;22,05;;N;
1484;19/04/2017;05:00;22,05;;N;
1485;20/04/2017;23:00;22,04;;N;
1486;21/04/2017;06:00;22,05;;N;
1487;22/04/2017;05:00;22,05;;N;
1488;23/04/2017;01:00;22,06;;N;
1489;24/04/2017;04:00;22,05;;N;
1490;25/04/2017;06:00;22,04;;N;
1491;26/04/2017;04:00;22,04;;N;
1492;27/04/2017;20:00;22,04;;N;
1493;28/04/2017;05:00;22,05;;N;
1494;29/04/2017;20:00;22,06;;N;
1495;30/04/2017;06:00;22,07;;N;
1496;01/05/2017;20:00;22,07;;N;
1497;02/05/2017;21:00;22,06;;N;
1498;03/05/2017;18:00;22,06;;N;
1499;04/05/2017;13:00;22,06;;N;
1500;05/05/2017;06:00;22,06;;N;
1501;06/05/2017;19:00;22,06;;N;
1502;07/05/2017;01:00;22,07;;N;
1503;08/05/2017;06:00;22,06;;N;
1504;09/05/2017;20:00;22,07;;N;
1505;10/05/2017;21:00;22,07;;N;
1506;11/05/2017;19:00;22,07;;N;
1507;12/05/2017;00:00;22,09;;N;
1508;13/05/2017;20:00;22,09;;N;
1509;14/05/2017;01:00;22,09;;N;
1510;15/05/2017;04:00;22,09;;N;
1511;16/05/2017;06:00;22,08;;N;
1512;17/05/2017;02:00;22,09;;N;
1513;18/05/2017;00:00;22,09;;N;
1514;19/05/2017;04:00;22,08;;N;
1515;20/05/2017;13:00;22,09;;N;
1516;21/05/2017;18:00;22,10;;N;
1517;22/05/2017;19:00;22,10;;N;
1518;23/05/2017;01:00;22,11;;N;
1519;24/05/2017;02:00;22,12;;N;
1520;25/05/2017;07:00;22,12;;N;
1521;26/05/2017;12:00;22,12;;N;
1522;27/05/2017;20:00;22,11;;N;
1523;28/05/2017;19:00;22,11;;N;
1524;29/05/2017;13:00;22,12;;N;
1525;30/05/2017;21:00;22,11;;N;
1526;31/05/2017;12:00;22,11;;N;
1527;01/06/2017;14:00;22,12;;N;
1528;02/06/2017;00:00;22,13;;N;
1529;03/06/2017;04:00;22,13;;N;
1530;04/06/2017;03:00;22,13;;N;
1531;05/06/2017;05:00;22,12;;N;
1532;06/06/2017;19:00;22,11;;N;
1533;07/06/2017;12:00;22,11;;N;
1534;08/06/2017;05:00;22,12;;N;
1535;09/06/2017;00:00;22,13;;N;
1536;10/06/2017;04:00;22,13;;N;
1537;11/06/2017;14:00;22,13;;N;
1538;12/06/2017;00:00;22,15;;N;
1539;13/06/2017;02:00;22,14;;N;
1540;14/06/2017;05:00;22,14;;N;
1541;15/06/2017;04:00;22,15;;N;
1542;16/06/2017;02:00;22,15;;N;
1543;17/06/2017;00:00;22,14;;N;
1544;18/06/2017;12:00;22,13;;N;
1545;19/06/2017;17:00;22,14;;N;
1546;20/06/2017;04:00;22,15;;N;
1547;21/06/2017;01:00;22,15;;N;
1548;22/06/2017;07:00;22,14;;N;
1549;23/06/2017;13:00;22,14;;N;
1550;24/06/2017;19:00;22,15;;N;
1551;25/06/2017;19:00;22,15;;N;
1552;26/06/2017;13:00;22,15;;N;
1553;27/06/2017;00:00;22,16;;N;
1554;28/06/2017;14:00;22,16;;N;
1555;29/06/2017;00:00;22,17;;N;
1556;30/06/2017;00:00;22,17;;N;
1557;01/07/2017;05:00;22,17;;N;
1558;02/07/2017;18:00;22,17;;N;
1559;03/07/2017;13:00;22,18;;N;
1560;04/07/2017;06:00;22,18;;N;
1561;05/07/2017;07:00;22,18;;N;
1562;06/07/2017;14:00;22,17;;N;
1563;07/07/2017;00:00;22,18;;N;
1564;08/07/2017;07:00;22,18;;N;
1565;09/07/2017;13:00;22,18;;N;
1566;10/07/2017;13:00;22,18;;N;
1567;11/07/2017;13:00;22,18;;N;
1568;12/07/2017;14:00;22,18;;N;
1569;13/07/2017;19:00;22,18;;N;
1570;14/07/2017;03:00;22,19;;N;
1571;15/07/2017;03:00;22,19;;N;
1572;16/07/2017;05:00;22,19;;N;
1573;17/07/2017;06:00;22,19;;N;
1574;18/07/2017;01:00;22,20;;N;
1575;19/07/2017;00:00;22,20;;N;
1576;20/07/2017;12:00;22,21;;N;
1577;21/07/2017;00:00;22,22;;N;
1578;22/07/2017;01:00;22,22;;N;
1579;23/07/2017;18:00;22,22;;N;
1580;24/07/2017;19:00;22,23;;N;
1581;25/07/2017;04:00;22,23;;N;
1582;26/07/2017;21:00;22,21;;N;
1583;27/07/2017;05:00;22,21;;N;
1584;28/07/2017;07:00;22,22;;N;
1585;29/07/2017;06:00;22,23;;N;
1586;30/07/2017;12:00;22,23;;N;
1587;31/07/2017;05:00;22,23;;N;
1588;01/08/2017;19:00;22,22;;N;
1589;02/08/2017;14:00;22,24;;N;
1590;03/08/2017;04:00;22,24;;N;
1591;04/08/2017;20:00;22,22;;N;
1592;05/08/2017;01:00;22,23;;N;
1593;06/08/2017;20:00;22,23;;N;
1594;07/08/2017;01:00;22,25;;N;
1595;08/08/2017;19:00;22,24;;N;
1596;09/08/2017;22:00;22,24;;N;
1597;10/08/2017;01:00;22,24;;N;
1598;11/08/2017;03:00;22,24;;N;
1599;12/08/2017;04:00;22,25;;N;
1600;13/08/2017;23:00;22,25;;N;
1601;14/08/2017;02:00;22,25;;N;
1602;15/08/2017;00:00;22,25;;N;
1603;16/08/2017;03:00;22,26;;N;
1604;17/08/2017;12:00;22,25;;N;
1605;18/08/2017;04:00;22,25;;N;
1606;19/08/2017;02:00;22,26;;N;
1607;20/08/2017;01:00;22,27;;N;
1608;21/08/2017;01:00;22,28;;N;
1609;22/08/2017;20:00;22,27;;N;
1610;23/08/2017;21:00;22,27;;N;
1611;24/08/2017;06:00;22,27;;N;
1612;25/08/2017;02:00;22,28;;N;
1613;26/08/2017;06:00;22,28;;N;
1614;27/08/2017;00:00;22,28;;N;
1615;28/08/2017;04:00;22,27;;N;
1616;29/08/2017;04:00;22,28;;N;
1617;30/08/2017;04:00;22,29;;N;
1618;31/08/2017;03:00;22,29;;N;
1619;01/09/2017;19:00;22,29;;N;
1620;02/09/2017;03:00;22,31;;N;
1621;03/09/2017;05:00;22,30;;N;
1622;04/09/2017;04:00;22,30;;N;
1623;05/09/2017;20:00;22,29;;N;
1624;06/09/2017;05:00;22,30;;N;
1625;07/09/2017;04:00;22,30;;N;
1626;08/09/2017;12:00;22,29;;N;
1627;09/09/2017;04:00;22,30;;N;
1628;10/09/2017;04:00;22,31;;N;
1629;11/09/2017;02:00;22,32;;N;
1630;12/09/2017;05:00;22,32;;N;
1631;13/09/2017;04:00;22,33;;N;
1632;14/09/2017;02:00;22,34;;N;
